oc1,oc2,appel_2nde,loisir_2nde,loisir_1ere,comment
PERPIGNAN,SETE,,26.5,39,
PERPIGNAN,TGV HAUTE PICARDIE,30,150,188,
PERPIGNAN,TOULOUSE MATABIAU,15,37,55,
PERPIGNAN,VALENCE,20,65,95,
PERPIGNAN,VALENCE TGV,20,65,95,
PLOUARET TREGOR , PARIS MONTPARNASSE 1 ET 2,20,99,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
PLOUARET TREGOR,LANDERNEAU,,16,23,
PLOUARET TREGOR,PARIS MONTPARNASSE 1 ET 2,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PLOUARET TREGOR,RENNES,,31,44,
PLOUARET TREGOR,ST BRIEUC,,13.5,20.5,
PLOUARET TREGOR,VITRE,,36,51,
POITIERS , ARCACHON,,51,76,Tarifs applicables aux circulations à partir du 2 juillet 2017
POITIERS , PARIS MONTPARNASSE 1 ET 2,20,79,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
POITIERS , ST PIERRE DES CORPS,,24.5,36,Tarifs applicables aux circulations à partir du 2 juillet 2017
POITIERS , TGV HAUTE PICARDIE,25,104,131,Tarifs applicables aux circulations à partir du 2 juillet 2017
POITIERS,ARCACHON,,49,73,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
POITIERS,ARRAS,25,109,143,
POITIERS,BAYONNE,,65,93,
POITIERS,CHATELLERAULT,,9.2,13.7,
POITIERS,DOUAI,25,109,143,
POITIERS,FUTUROSCOPE,,2.9,4.2,
POITIERS,LIBOURNE,,38,53,
POITIERS,MARMANDE,,58,84,
POITIERS,MONTAUBAN VILLE BOURBON,20,66,95,
POITIERS,PARIS MONTPARNASSE 1 ET 2,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
POITIERS,SAVERNE,30,137,182,
POITIERS,ST JEAN DE LUZ CIBOURE,,67,98,
POITIERS,ST PIERRE DES CORPS,,21,31,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
POITIERS,TARBES,25,73,105,
POITIERS,TGV HAUTE PICARDIE,25,102,129,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
POITIERS,TOULOUSE MATABIAU,25,72,103,
PORNICHET , AEROPORT CDG2 TGV ROISSY,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
PORNICHET , MARNE LA VALLEE CHESSY,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
PORNICHET , PARIS MONTPARNASSE 1 ET 2,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
PORNICHET,AEROPORT CDG 2 TGV ROISSY,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PORNICHET,GRENOBLE,25,125,165,
PORNICHET,LA BAULE ESCOUBLAC,,2.2,4.3,
PORNICHET,LE CREUSOT MONTCEAU MONTCHANIN,,107,140,
PORNICHET,LE CROISIC,,4.6,7.9,
PORNICHET,LE POULIGUEN,,3,5.7,
PORNICHET,LILLE EUROPE,25,108,140,
PORNICHET,LYON PART DIEU,25,113,150,
PORNICHET,LYON PERRACHE,25,113,150,
PORNICHET,LYON ST EXUPERY,25,113,150,
PORNICHET,MARNE LA VALLEE CHESSY,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PORNICHET,NANTES,,17,24,
PORNICHET,PARIS MONTPARNASSE 1 ET 2,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PORNICHET,SABLE,,38,54,
PORNICHET,ST NAZAIRE,,4.7,8.3,
PORNICHET,ST PIERRE DES CORPS,,45,66,
PORNICHET,TGV HAUTE PICARDIE,,98,124,
QUIMPER,AIX LES BAINS LE REVARD,30,147,190,
QUIMPER,ALBERTVILLE,30,147,190,
QUIMPER,AURAY,,21.5,31,
QUIMPER,DOUAI,25,125,161,
QUIMPERLE , AEROPORT CDG2 TGV ROISSY,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE , LILLE EUROPE,25,131,169,Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE , MARNE LA VALLEE CHESSY,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE , PARIS MONTPARNASSE 1 ET 2,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE , TGV HAUTE PICARDIE,25,106,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
QUIMPERLE,AEROPORT CDG 2 TGV ROISSY,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
QUIMPERLE,ARRAS,25,125,161,
QUIMPERLE,AURAY,,12.9,19,
QUIMPERLE,DOUAI,25,125,161,
QUIMPERLE,LILLE EUROPE,25,125,161,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
QUIMPERLE,LORIENT,,6.3,9.5,
QUIMPERLE,MARNE LA VALLEE CHESSY,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
QUIMPERLE,PARIS MONTPARNASSE 1 ET 2,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
QUIMPERLE,QUIMPER,,11.9,17.5,
QUIMPERLE,REDON,,26,38,
QUIMPERLE,RENNES,,36,51,
QUIMPERLE,ROSPORDEN,,7.9,11.5,
QUIMPERLE,TGV HAUTE PICARDIE,25,106,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
QUIMPERLE,VANNES,,16,23,
QUIMPERLE,VITRE,,45,66,
QUIMPER,REDON,,33,47,
QUIMPER,SALLANCHES COMBLOUX MEGEVE,30,147,190,
QUIMPER,ST GERVAIS LES BAINS LE FAYET,30,147,190,
QUIMPER,ST MICHEL VALLOIRE,30,147,190,
QUIMPER,VANNES,,24.5,37,
QUIMPER,VITRE,,46,68,
RANG DU FLIERS VERTON,CALAIS FRETHUN,,18,26,
RANG DU FLIERS VERTON,ETAPLES LE TOUQUET,,3.9,7,
RANG DU FLIERS VERTON,LILLE EUROPE,,39,58,
RANG DU FLIERS VERTON,PARIS NORD,15,66,86,
REDON,AURAY,,16.5,23.5,
REDON,SALLANCHES COMBLOUX MEGEVE,30,137,179,
REDON,ST MICHEL VALLOIRE,,137,179,
REDON,VITRE,,23,35,
REIMS,BAR LE DUC,,31,43,
REIMS,CHALONS EN CHAMPAGNE,,15.5,27,
REIMS,CHARLEVILLE MEZIERES,,19.5,28.5,
REIMS,SEDAN,,22.5,34,
RENNES , DOUAI,25,113,144,Tarifs applicables aux circulations à partir du 2 juillet 2017
RENNES , TGV HAUTE PICARDIE,25,106,135,Tarifs applicables aux circulations à partir du 2 juillet 2017
RENNES , VALENCE TGV,25,139,168,Tarifs applicables aux circulations à partir du 2 juillet 2017
RENNES,AIX LES BAINS LE REVARD,25,127,166,
RENNES,ALBERTVILLE,25,132,170,
RENNES,AURAY,,28.5,42,
RENNES,DOUAI,25,108,137,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
RENNES,LANDERNEAU,,40,57,
RENNES,LE CREUSOT MONTCEAU MONTCHANIN,25,107,140,
RENNES,QUIMPER,,42,61,
RENNES,REDON,,16,23,
RENNES,ROSPORDEN,,39,57,
RENNES,SALLANCHES COMBLOUX MEGEVE,25,132,170,
RENNES,ST BRIEUC,,21.5,31,
RENNES,ST GERVAIS LES BAINS LE FAYET,25,132,170,
RENNES,ST MALO,,17.5,24.5,
RENNES,ST MICHEL VALLOIRE,25,132,170,
RENNES,TGV HAUTE PICARDIE,25,98,124,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
RENNES,VALENCE,25,132,160,
RENNES,VALENCE TGV,25,132,160,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
RENNES,VANNES,,25.5,38,
RENNES,VITRE,,10.5,14.8,
RETHEL,CHARLEVILLE MEZIERES,,11.9,18,
RETHEL,PARIS EST,15,44,69,
RETHEL,REIMS,,10.2,15,
RETHEL,SEDAN,,15.5,23,
RIVES,AEROPORT CDG 2 TGV ROISSY,,96,130,
RIVES,LE CREUSOT MONTCEAU MONTCHANIN,,44,69,
RIVES,LILLE EUROPE,,118,155,
RIVES,LYON PART DIEU,,18.5,31,
RIVES,LYON ST EXUPERY,,20,41,
RIVES,MARNE LA VALLEE CHESSY,,96,130,
RIVES,PARIS GARE DE LYON,,96,130,
RIVES,TGV HAUTE PICARDIE,,107,144,
ROSPORDEN , TGV HAUTE PICARDIE,25,106,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
ROSPORDEN , VITRE,,45,66,Tarifs applicables aux circulations à partir du 2 juillet 2017
ROSPORDEN,AURAY,,17.5,24,
ROSPORDEN,DOUAI,25,125,161,
ROSPORDEN,QUIMPER,,6.5,10,
ROSPORDEN,REDON,,30,43,
ROSPORDEN,TGV HAUTE PICARDIE,25,106,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ROSPORDEN,VANNES,,21,31,
ROSPORDEN,VITRE,,44,64,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ROUBAIX,ARRAS,,18,35,
ROUBAIX,CROIX WASQUEHAL,,1.6,4.8,
ROUBAIX,PARIS NORD,15,63,82,
ROUEN RIVE DROITE,ALBERTVILLE,25,121,160,
ROUEN RIVE DROITE,VALENCE,25,112,154,
ROUEN RIVE DROITE,VALENCE TGV,25,112,154,
ROUEN RIVE DROITE,YVETOT,,10.5,14.8,
RUFFEC CHARENTE , MONTAUBAN VILLE BOURBON,,53,78,Tarifs applicables aux circulations à partir du 2 juillet 2017
RUFFEC CHARENTE , PARIS MONTPARNASSE 1 ET 2,20,93,129,Tarifs applicables aux circulations à partir du 2 juillet 2017
RUFFEC CHARENTE,BAYONNE,,55,82,
RUFFEC CHARENTE,CHATELLERAULT,,21,30,
RUFFEC CHARENTE,FUTUROSCOPE,,17,23.5,
RUFFEC CHARENTE,LIBOURNE,,28.5,42,
RUFFEC CHARENTE,MONTAUBAN VILLE BOURBON,,52,76,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
RUFFEC CHARENTE,PARIS MONTPARNASSE 1 ET 2,20,87,121,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
RUFFEC CHARENTE,POITIERS,,14.8,21.5,
RUFFEC CHARENTE,ST JEAN DE LUZ CIBOURE,,55,82,
RUFFEC CHARENTE,ST PIERRE DES CORPS,,31,45,
RUFFEC CHARENTE,TOULOUSE MATABIAU,25,72,103,
SABLE,LA ROCHE SUR YON,,38,53,
SABLE,ST NAZAIRE,,36,51,
SAINT MICHEL VALLOIRE,MASSY PALAISEAU,25,113,154,
SAINT MICHEL VALLOIRE,VERSAILLES CHANTIERS,25,113,154,
SALLANCHES COMBLOUX MEGEVE,AURAY,30,137,179,
SARREBOURG,SAVERNE,,7.6,11,
SAUMUR , LYON PART DIEU,25,99,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
SAUMUR , LYON PERRACHE,25,99,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
SAUMUR,AIX EN PROVENCE TGV,25,133,173,
SAUMUR,AVIGNON,25,133,173,
SAUMUR,AVIGNON TGV,25,133,173,
SAUMUR,GRENOBLE,25,93,158,
SAUMUR,LE CREUSOT MONTCEAU MONTCHANIN,25,95,135,
SAUMUR,LILLE EUROPE,25,101,127,
SAUMUR,LYON PART DIEU,25,96,135,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
SAUMUR,LYON PERRACHE,25,96,135,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
SAUMUR,LYON ST EXUPERY,25,96,135,
SAUMUR,MARSEILLE ST CHARLES,25,133,173,
SAUMUR,MASSY TGV,20,70,97,
SAUMUR,MONTPELLIER,25,133,173,
SAUMUR,NANTES,,26.5,39,
SAUMUR,NIMES,25,133,173,
SAUMUR,PARIS MONTPARNASSE 1 ET 2,20,70,97,
SAUMUR,ST PIERRE DES CORPS,,14.7,21,
SAUMUR,TOURS,,14.7,21,
SAUMUR,VALENCE,25,116,151,
SAUMUR,VALENCE TGV,25,116,151,
SAUMUR,VENDOME VILLIERS SUR LOIR,,27,40,
SAVERNE,FUTUROSCOPE,30,137,182,
SAVERNE,ST PIERRE DES CORPS,25,127,168,
SAVERNE,TGV HAUTE PICARDIE,25,110,134,
SETE,MASSY TGV,25,116,162,
SETE,TOULOUSE MATABIAU,15,38,55,
ST AVRE , LA CHAMBRE,MASSY PALAISEAU,25,109,144,
ST AVRE , LA CHAMBRE,VERSAILLES CHANTIERS,25,109,144,
ST AVRE LA CHAMBRE,AEROPORT CDG 2 TGV ROISSY,25,109,144,
ST AVRE LA CHAMBRE,ARRAS,,127,167,
ST AVRE LA CHAMBRE,AURAY,,137,179,
ST AVRE LA CHAMBRE,BOURG EN BRESSE,,38,53,
ST AVRE LA CHAMBRE,DOUAI,,127,167,
ST AVRE LA CHAMBRE,LILLE EUROPE,,127,167,
ST AVRE LA CHAMBRE,LORIENT,,137,179,
ST AVRE LA CHAMBRE,MACON LOCHE TGV,,40,61,
ST AVRE LA CHAMBRE,MARNE LA VALLEE CHESSY,25,109,144,
ST AVRE LA CHAMBRE,MORLAIX,,147,190,
ST AVRE LA CHAMBRE,NANTES,,127,167,
ST AVRE LA CHAMBRE,PARIS GARE DE LYON,25,109,144,
ST AVRE LA CHAMBRE,PARIS NORD,25,109,144,
ST AVRE LA CHAMBRE,QUIMPER,,147,190,
ST AVRE LA CHAMBRE,REDON,,137,179,
ST AVRE LA CHAMBRE,RENNES,25,132,170,
ST AVRE LA CHAMBRE,ST BRIEUC,,137,179,
ST AVRE LA CHAMBRE,ST JEAN DE MAURIENNE ARVAN,,3.6,6.6,
ST AVRE LA CHAMBRE,ST MICHEL VALLOIRE,,6.7,10.4,
ST AVRE LA CHAMBRE,TGV HAUTE PICARDIE,25,119,156,
ST AVRE LA CHAMBRE,VANNES,,137,179,
ST BRIEUC,AIX LES BAINS LE REVARD,30,137,179,
ST BRIEUC,ALBERTVILLE,30,137,179,
ST BRIEUC,DOUAI,25,119,153,
ST BRIEUC,LANDERNEAU,,26,38,
ST BRIEUC,LE CREUSOT MONTCEAU MONTCHANIN,25,116,150,
ST BRIEUC,SALLANCHES COMBLOUX MEGEVE,30,137,179,
ST BRIEUC,ST GERVAIS LES BAINS LE FAYET,30,137,179,
ST BRIEUC,ST MICHEL VALLOIRE,,137,179,
ST BRIEUC,TGV HAUTE PICARDIE,25,120,158,
ST BRIEUC,VITRE,,27,41,
ST ETIENNE CHATEAUCREUX,AEROPORT CDG 2 TGV ROISSY,25,100,141,
ST ETIENNE CHATEAUCREUX,LE CREUSOT MONTCEAU MONTCHANIN,15,40,58,
ST ETIENNE CHATEAUCREUX,LYON PART DIEU,,13.7,20,
ST ETIENNE CHATEAUCREUX,LYON PERRACHE,,13.7,20,
ST ETIENNE CHATEAUCREUX,LYON ST EXUPERY,,13.7,20,
ST ETIENNE CHATEAUCREUX,MACON LOCHE TGV,,30,41,
ST ETIENNE CHATEAUCREUX,MARNE LA VALLEE CHESSY,25,100,141,
ST ETIENNE CHATEAUCREUX,PARIS GARE DE LYON,25,100,141,
ST GERVAIS LES BAINS LE FAYET,AURAY,30,137,179,
ST GERVAIS LES BAINS LE FAYET,REDON,30,137,179,
ST GERVAIS LES BAINS LE FAYET,SALLANCHES COMBLOUX MEGEVE,,2.8,5.3,
ST JEAN DE LUZ CIBOURE , ST PIERRE DES CORPS,25,80,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
ST JEAN DE LUZ CIBOURE,LIBOURNE,,43,63,
ST JEAN DE LUZ CIBOURE,ST PIERRE DES CORPS,25,80,114,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ST JEAN DE MAURIENNE ARVAN,AEROPORT CDG 2 TGV ROISSY,25,111,149,
ST JEAN DE MAURIENNE ARVAN,AIX LES BAINS LE REVARD,,19,27,
ST JEAN DE MAURIENNE ARVAN,ARRAS,,127,167,
ST JEAN DE MAURIENNE ARVAN,AURAY,,137,179,
ST JEAN DE MAURIENNE ARVAN,BOURG EN BRESSE,,38,53,
ST JEAN DE MAURIENNE ARVAN,DOUAI,,127,167,
ST JEAN DE MAURIENNE ARVAN,LILLE EUROPE,,127,167,
ST JEAN DE MAURIENNE ARVAN,LORIENT,,137,179,
ST JEAN DE MAURIENNE ARVAN,LYON PART DIEU,,37,52,
ST JEAN DE MAURIENNE ARVAN,LYON PERRACHE,,37,52,
ST JEAN DE MAURIENNE ARVAN,LYON ST EXUPERY,,37,52,
ST JEAN DE MAURIENNE ARVAN,MACON LOCHE TGV,,40,61,
ST JEAN DE MAURIENNE ARVAN,MARNE LA VALLEE CHESSY,25,111,149,
ST JEAN DE MAURIENNE ARVAN,MASSY PALAISEAU,25,111,149,
ST JEAN DE MAURIENNE ARVAN,MORLAIX,,147,190,
ST JEAN DE MAURIENNE ARVAN,NANTES,,127,167,
ST JEAN DE MAURIENNE ARVAN,PARIS GARE DE LYON,25,111,149,
ST JEAN DE MAURIENNE ARVAN,PARIS NORD,25,111,149,
ST JEAN DE MAURIENNE ARVAN,QUIMPER,,147,190,
ST JEAN DE MAURIENNE ARVAN,REDON,,137,179,
ST JEAN DE MAURIENNE ARVAN,RENNES,25,132,170,
ST JEAN DE MAURIENNE ARVAN,ST BRIEUC,,137,179,
ST JEAN DE MAURIENNE ARVAN,ST MICHEL VALLOIRE,,4.1,7.4,
ST JEAN DE MAURIENNE ARVAN,TGV HAUTE PICARDIE,25,119,156,
ST JEAN DE MAURIENNE ARVAN,VANNES,,137,179,
ST JEAN DE MAURIENNE ARVAN,VERSAILLES CHANTIERS,25,111,149,
ST MAIXENT DEUX SEVRES , PARIS MONTPARNASSE 1 ET 2,20,90,126,Tarifs applicables aux circulations à partir du 2 juillet 2017
ST MAIXENT DEUX SEVRES,AEROPORT CDG 2 TGV ROISSY,20,84,118,
ST MAIXENT DEUX SEVRES,ARRAS,25,118,149,
ST MAIXENT DEUX SEVRES,CHATELLERAULT,,19.5,27.5,
ST MAIXENT DEUX SEVRES,DOUAI,25,118,149,
ST MAIXENT DEUX SEVRES,FUTUROSCOPE,,14.8,21.5,
ST MAIXENT DEUX SEVRES,LA ROCHELLE VILLE,,20,28.5,
ST MAIXENT DEUX SEVRES,LILLE EUROPE,25,118,149,
ST MAIXENT DEUX SEVRES,MARNE LA VALLEE CHESSY,20,84,118,
ST MAIXENT DEUX SEVRES,NIORT,,7.6,11,
ST MAIXENT DEUX SEVRES,PARIS MONTPARNASSE 1 ET 2,20,84,118,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ST MAIXENT DEUX SEVRES,POITIERS,,13.2,19.5,
ST MAIXENT DEUX SEVRES,ST PIERRE DES CORPS,,30,44,
ST MAIXENT DEUX SEVRES,TGV HAUTE PICARDIE,25,106,139,
ST MALO,VITRE,,24.5,37,
ST NAZAIRE,DOUAI,25,108,140,
ST NAZAIRE,LE CREUSOT MONTCEAU MONTCHANIN,25,107,140,
ST NAZAIRE,SAVENAY,,7.8,11.4,
ST NAZAIRE,ST PIERRE DES CORPS,,43,63,
ST NAZAIRE,TGV HAUTE PICARDIE,25,98,124,
ST PERAY,AGDE,15,45,66,
ST PERAY,LE CREUSOT MONTCEAU MONTCHANIN,15,45,66,
ST PERAY,LE TEIL,,11.3,17,
ST PERAY,MONTELIMAR,,11.3,17,
ST PERAY,ORANGE,,20.5,30,
ST PERAY,SETE,15,42,62,
ST PERAY,VILLENEUVE LES AVIGNONS,,25,38,
ST PIERRE DES CORPS,TARBES,25,84,122,
ST PIERRE DES CORPS,TOULOUSE MATABIAU,25,80,116,
ST RAPHAEL VALESCURE,VENTIMIGLIA STAZIONE,,20,28.5,
ST RAPHAEL VALESCURE,VENTIMIGLIA STAZIONE  (IT),,20,28.5,
STRASBOURG , ANGOULEME,30,157,203,Tarifs applicables aux circulations à partir du 2 juillet 2017
STRASBOURG , BORDEAUX ST JEAN,30,172,224,Tarifs applicables aux circulations à partir du 2 juillet 2017
STRASBOURG , FUTUROSCOPE,30,146,188,Tarifs applicables aux circulations à partir du 2 juillet 2017
STRASBOURG , POITIERS,30,146,188,Tarifs applicables aux circulations à partir du 2 juillet 2017
STRASBOURG , RENNES,30,156,201,Tarifs applicables aux circulations à partir du 2 juillet 2017
STRASBOURG,AEROPORT CDG 2 TGV ROISSY,25,107,143,
STRASBOURG,AIME LA PLAGNE,25,117,146,
STRASBOURG,AIX EN PROVENCE TGV,20,124,161,
STRASBOURG,ALBERTVILLE,20,114,139,
STRASBOURG,ANGOULEME,30,151,195,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG,ARRAS,25,132,152,
STRASBOURG,AVIGNON,,114,149,
STRASBOURG,AVIGNON TGV,20,114,149,
STRASBOURG,BELFORT,MONTBELIARD TGV,15,41,52,
STRASBOURG,BESANCON FRANCHE,COMTE TGV,15,57,75,
STRASBOURG,BORDEAUX ST JEAN,30,165,215,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG,BOURG EN BRESSE,20,78,99,
STRASBOURG,BOURG ST MAURICE,25,117,146,
STRASBOURG,CHALON SUR SAONE,20,78,99,
STRASBOURG,CHAMBERY CHALLES LES EAUX,25,102,120,
STRASBOURG,CHAMPAGNE ARDENNE,20,76,105,
STRASBOURG,COLMAR,,15,23.5,
STRASBOURG,DOUAI,25,132,152,
STRASBOURG,ECOLE VALENTIN,,58,76,
STRASBOURG,FUTUROSCOPE,30,143,184,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG,LANDRY,25,117,146,
STRASBOURG,LAVAL,30,141,182,
STRASBOURG,LE HAVRE,25,106,148,
STRASBOURG,LE MANS,25,132,170,
STRASBOURG,LIBOURNE,30,160,214,
STRASBOURG,LILLE EUROPE,25,132,152,
STRASBOURG,LONS LE SAUNIER,20,70,90,
STRASBOURG,LORRAINE TGV,15,41,58,
STRASBOURG,LUNEVILLE,,24,37,
STRASBOURG,LYON PART DIEU,20,87,111,
STRASBOURG,LYON PERRACHE,20,87,111,
STRASBOURG,LYON ST EXUPERY,20,87,111,
STRASBOURG,MACON VILLE,20,78,99,
STRASBOURG,MARNE LA VALLEE CHESSY,25,107,143,
STRASBOURG,MARSEILLE ST CHARLES,20,124,161,
STRASBOURG,MASSY TGV,25,107,143,
STRASBOURG,MEUSE TGV,15,60,81,
STRASBOURG,MONTBELIARD,,31,44,
STRASBOURG,MONTPELLIER,20,123,160,
STRASBOURG,MOUCHARD,,52,76,
STRASBOURG,MOUTIERS SALINS BRIDES,25,117,144,
STRASBOURG,MULHOUSE VILLE,,21.5,35,
STRASBOURG,NANCY VILLE,,27.5,43,
STRASBOURG,NANTES,30,146,189,
STRASBOURG,NIMES,20,119,152,
STRASBOURG,paris est,25,107,143,
STRASBOURG,PARIS GARE DE LYON,25,107,143,
STRASBOURG,POITIERS,30,143,184,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG,RENNES,30,146,189,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
STRASBOURG,ROUEN RIVE DROITE,25,106,148,
STRASBOURG,SARREBOURG,,17.5,25.5,
STRASBOURG,SAVERNE,,10.9,17,
STRASBOURG,SELESTAT,,10.7,17,
STRASBOURG,ST PIERRE DES CORPS,25,132,170,
STRASBOURG,TGV HAUTE PICARDIE,25,110,134,
STRASBOURG,TOURS,25,132,170,
STRASBOURG,VALENCE TGV,20,107,141,
STRASBOURG,VENDOME VILLIERS SUR LOIR,25,127,168,
SURGERES , PARIS MONTPARNASSE 1 ET 2,25,94,130,Tarifs applicables aux circulations à partir du 2 juillet 2017
SURGERES,AEROPORT CDG 2 TGV ROISSY,25,89,123,
SURGERES,ARRAS,25,122,155,
SURGERES,CHATELLERAULT,,28.5,42,
SURGERES,DOUAI,25,122,155,
SURGERES,FUTUROSCOPE,,25,37,
SURGERES,LA ROCHELLE VILLE,,9.3,13.7,
SURGERES,LILLE EUROPE,25,122,155,
SURGERES,MARNE LA VALLEE CHESSY,25,89,123,
SURGERES,NIORT,,9.6,14.3,
SURGERES,PARIS MONTPARNASSE 1 ET 2,25,89,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
SURGERES,POITIERS,,24,35,
SURGERES,ST MAIXENT DEUX SEVRES,,13.6,20,
SURGERES,ST PIERRE DES CORPS,,38,54,
SURGERES,TGV HAUTE PICARDIE,25,112,145,
TGV HAUTE PICARDIE , AURAY,,106,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
TGV HAUTE PICARDIE , LIBOURNE,25,120,157,Tarifs applicables aux circulations à partir du 2 juillet 2017
TGV HAUTE PICARDIE , QUIMPER,25,106,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
TGV HAUTE PICARDIE , REDON,,106,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
TGV HAUTE PICARDIE , ST MALO,25,106,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
TGV HAUTE PICARDIE , VANNES,,106,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
TGV HAUTE PICARDIE,AGDE,30,150,188,
TGV HAUTE PICARDIE,AIX LES BAINS LE REVARD,25,119,156,
TGV HAUTE PICARDIE,ALBERTVILLE,25,119,156,
TGV HAUTE PICARDIE,ANTIBES,30,155,196,
TGV HAUTE PICARDIE,AURAY,,106,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
TGV HAUTE PICARDIE,BAYONNE,30,144,174,
TGV HAUTE PICARDIE,DOUAI,,17.5,25,
TGV HAUTE PICARDIE,LE CREUSOT MONTCEAU MONTCHANIN,25,101,130,
TGV HAUTE PICARDIE,LES ARCS DRAGUIGNAN,30,155,196,
TGV HAUTE PICARDIE,LIBOURNE,25,119,156,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
TGV HAUTE PICARDIE,NARBONNE,30,150,188,
TGV HAUTE PICARDIE,QUIMPER,25,106,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
TGV HAUTE PICARDIE,REDON,,98,124,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
TGV HAUTE PICARDIE,SALLANCHES COMBLOUX MEGEVE,25,119,156,
TGV HAUTE PICARDIE,SETE,30,150,188,
TGV HAUTE PICARDIE,ST GERVAIS LES BAINS LE FAYET,25,119,156,
TGV HAUTE PICARDIE,ST JEAN DE LUZ CIBOURE,30,144,174,
TGV HAUTE PICARDIE,ST MALO,25,106,135,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
TGV HAUTE PICARDIE,ST MICHEL VALLOIRE,25,119,156,
TGV HAUTE PICARDIE,ST PIERRE DES CORPS,25,89,119,
TGV HAUTE PICARDIE,ST RAPHAEL VALESCURE,30,155,196,
TGV HAUTE PICARDIE,TOULON,30,155,196,
TGV HAUTE PICARDIE,TOULOUSE MATABIAU,30,150,188,
TGV HAUTE PICARDIE,VALENCE,25,116,151,
TGV HAUTE PICARDIE,VALENCE TGV,25,116,151,
TGV HAUTE PICARDIE,VANNES,,106,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
THIONVILLE,AIX EN PROVENCE TGV,25,131,167,
THIONVILLE,AVIGNON TGV,25,121,155,
THIONVILLE,BELFORT,MONTBELIARD TGV,20,58,82,
THIONVILLE,BESANCON FRANCHE,COMTE TGV,20,68,89,
Thionville,CHALON SUR SAONE,25,83,115,
THIONVILLE,Colmar,,47,64,
THIONVILLE,DIJON VILLE,25,72,93,
THIONVILLE,lyon part dieu,25,94,124,
THIONVILLE,lyon perrache,25,94,124,
THIONVILLE,LYON ST EXUPERY,25,94,124,
THIONVILLE,MACON VILLE,25,85,113,
THIONVILLE,MARSEILLE ST CHARLES,25,131,167,
THIONVILLE,MONTPELLIER,25,131,177,
THIONVILLE,MULHOUSE VILLE,15,54,79,
THIONVILLE,NIMES,25,127,170,
THIONVILLE,STRASBOURG,15,42,58,
THIONVILLE,VALENCE TGV,25,115,151,
