oc1,oc2,appel_2nde,loisir_2nde,loisir_1ere,comment
MORLAIX,ST MICHEL VALLOIRE,30,147,190,
MORLAIX,TGV HAUTE PICARDIE,25,120,158,
MORLAIX,VITRE,,39,57,
MOUCHARD,AEROPORT CDG 2 TGV ROISSY,20,82,109,
MOUCHARD,MARNE LA VALLEE CHESSY,20,82,109,
MOUCHARD,MARSEILLE ST CHARLES,,70,114,
MOUCHARD,MONTBELIARD,,16,20.5,
MOUCHARD,PARIS GARE DE LYON,20,82,109,
MOUCHARD,PONTARLIER,,14.2,20.5,
MOUTIERS SALINS BRIDES L BAINS,LAVAL,MOUTIERS SALINS BRIDES L BAINS,25,120,162,
MOUTIERS SALINS BRIDES,AIX LES BAINS LE REVARD,,24,36,
MOUTIERS SALINS BRIDES,ALBERTVILLE,,11,16,
MOUTIERS SALINS BRIDES,ARRAS,25,127,167,
MOUTIERS SALINS BRIDES,AURAY,30,137,179,
MOUTIERS SALINS BRIDES,BELFORT,MONTBELIARD TGV,25,92,113,
MOUTIERS SALINS BRIDES,BERNAY,25,125,165,
MOUTIERS SALINS BRIDES,BESANCON FRANCHE,COMTE TGV,20,78,95,
MOUTIERS SALINS BRIDES,BOURG EN BRESSE,,25.5,34,
MOUTIERS SALINS BRIDES,DOUAI,25,127,167,
MOUTIERS SALINS BRIDES,ECOLE VALENTIN,,78,95,
MOUTIERS SALINS BRIDES,LISIEUX,25,125,165,
MOUTIERS SALINS BRIDES,QUIMPER,30,147,190,
MOUTIERS SALINS BRIDES,REDON,30,137,179,
MOUTIERS SALINS BRIDES,RENNES,25,132,170,
MOUTIERS SALINS BRIDES,ROUEN RIVE DROITE,25,121,160,
MOUTIERS SALINS BRIDES,ST BRIEUC,30,137,179,
MOUTIERS SALINS BRIDES,TGV HAUTE PICARDIE,25,119,156,
MOUTIERS SALINS BRIDES,VANNES,30,137,179,
MULHOUSE VILLE,AEROPORT CDG 2 TGV ROISSY,20,114,155,
MULHOUSE VILLE,AIME LA PLAGNE,25,102,127,
MULHOUSE VILLE,AIX EN PROVENCE TGV,20,124,161,
MULHOUSE VILLE,ALBERTVILLE,25,98,120,
MULHOUSE VILLE,AVIGNON,,114,149,
MULHOUSE VILLE,AVIGNON TGV,20,114,149,
MULHOUSE VILLE,BELFORT,MONTBELIARD TGV,,16.5,20.5,
MULHOUSE VILLE,BESANCON FRANCHE,COMTE TGV,15,38,49,
MULHOUSE VILLE,BOURG EN BRESSE,20,64,82,
MULHOUSE VILLE,BOURG ST MAURICE,25,102,127,
MULHOUSE VILLE,CHALON SUR SAONE,20,65,83,
MULHOUSE VILLE,CHAMBERY CHALLES LES EAUX,25,85,103,
MULHOUSE VILLE,CHAMPAGNE ARDENNE,25,86,126,
MULHOUSE VILLE,ECOLE VALENTIN,,38,49,
MULHOUSE VILLE,LANDRY,25,102,127,
MULHOUSE VILLE,LILLE EUROPE,20,136,175,
MULHOUSE VILLE,LONS LE SAUNIER,,52,68,
MULHOUSE VILLE,LORRAINE TGV,15,54,76,
MULHOUSE VILLE,LYON PART DIEU,20,78,100,
MULHOUSE VILLE,LYON PERRACHE,20,78,100,
MULHOUSE VILLE,LYON ST EXUPERY,20,78,100,
MULHOUSE VILLE,MACON VILLE,20,65,84,
MULHOUSE VILLE,MARNE LA VALLEE CHESSY,20,114,155,
MULHOUSE VILLE,MARSEILLE ST CHARLES,20,124,161,
MULHOUSE VILLE,MONTBARD,20,72,91,
MULHOUSE VILLE,MONTBELIARD,,14.3,21,
MULHOUSE VILLE,MONTPELLIER,20,123,160,
MULHOUSE VILLE,MOUCHARD,,42,64,
MULHOUSE VILLE,MOUTIERS SALINS BRIDES,25,102,125,
MULHOUSE VILLE,NIMES,20,119,152,
MULHOUSE VILLE,PARIS GARE DE LYON,20,114,155,
MULHOUSE VILLE,SAVERNE,,19.5,25,
MULHOUSE VILLE,VALENCE TGV,20,93,122,
MULHOUSE,PARIS EST,20,114,155,
NANCY VILLE,AEROPORT CDG 2 TGV ROISSY,,77,110,
Nancy ville,Agde,25,118,152,
NANCY VILLE,ANTIBES,20,135,175,
Nancy ville,BEZIERS,25,118,152,
NANCY VILLE,CANNES,20,135,175,
Nancy ville,carcassonne,25,125,157,
NANCY VILLE,CHALON SUR SAONE,,48,77,
NANCY VILLE,EPINAL,,17,25,
NANCY VILLE,FUTUROSCOPE,25,112,149,
NANCY VILLE,IS SUR TILLE,,40,57,
NANCY VILLE,LES ARCS DRAGUIGNAN,25,123,159,
NANCY VILLE,LILLE EUROPE,25,102,122,
NANCY VILLE,LUNEVILLE,,8.4,12.9,
NANCY VILLE,LYON PART DIEU,20,63,100,
NANCY VILLE,LYON PERRACHE,20,63,100,
NANCY VILLE,LYON ST EXUPERY,20,63,100,
NANCY VILLE,MACON LOCHE TGV,,54,80,
NANCY VILLE,MACON VILLE,,54,87,
NANCY VILLE,MARNE LA VALLEE CHESSY,,77,110,
NANCY VILLE,MARSEILLE ST CHARLES,25,117,151,
NANCY VILLE,MONTPELLIER,25,117,151,
NANCY VILLE,NANTES,25,121,158,
Nancy ville,narbonne,25,123,155,
NANCY VILLE,NEUFCHATEAU,,15,24.5,
NANCY VILLE,NICE VILLE,20,135,175,
NANCY VILLE,NIMES,25,112,146,
NANCY VILLE,PARIS EST,20,77,110,
NANCY VILLE,POITIERS,25,112,149,
NANCY VILLE,REMIREMONT,,21,32,
NANCY VILLE,RENNES,25,121,158,
NANCY VILLE,SARREBOURG,,18.5,27,
NANCY VILLE,SAVERNE,,21.5,33,
Nancy ville,SETE,25,118,152,
NANCY VILLE,ST DIE,,19,27.5,
NANCY VILLE,ST PIERRE DES CORPS,25,106,140,
NANCY VILLE,ST RAPHAEL VALESCURE,20,135,175,
NANCY VILLE,TGV HAUTE PICARDIE,25,95,115,
NANCY VILLE,TOUL,,10.1,15,
NANCY VILLE,TOULON,25,123,159,
Nancy ville,toulouse matabiau,25,127,165,
NANCY VILLE,VALENCE TGV,25,100,128,
NANCY VILLE,VENDOME VILLIERS SUR LOIR,25,106,140,
NANTES , PARIS MONTPARNASSE 1 ET 2,20,88,127,Tarifs applicables aux circulations à partir du 2 juillet 2017
NANTES , TGV HAUTE PICARDIE,25,98,127,Tarifs applicables aux circulations à partir du 2 juillet 2017
NANTES,AIME LA PLAGNE,25,127,167,
NANTES,AIX LES BAINS LE REVARD,25,125,165,
NANTES,ALBERTVILLE,25,127,167,
NANTES,ANNEMASSE,25,127,167,
NANTES,ARRAS,25,108,137,
NANTES,AURAY,,30,43,
NANTES,BOURG ST MAURICE,25,127,167,
NANTES,DOUAI,25,108,137,
NANTES,LA ROCHE SUR YON,,18,24,
NANTES,LE CREUSOT MONTCEAU MONTCHANIN,25,107,140,
NANTES,MOUTIERS SALINS BRIDES,25,127,167,
NANTES,PARIS MONTPARNASSE 1 ET 2,20,85,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
NANTES,QUIMPER,,43,62,
NANTES,REDON,,17.5,24,
NANTES,RENNES,,30,43,
NANTES,SABLE,,27,40,
NANTES,SALLANCHES COMBLOUX MEGEVE,25,127,167,
NANTES,SAVENAY,,10.6,15.5,
NANTES,SAVERNE,30,142,188,
NANTES,ST BRIEUC,,42,62,
NANTES,ST GERVAIS LES BAINS LE FAYET,25,127,167,
NANTES,ST MICHEL VALLOIRE,,127,167,
NANTES,ST NAZAIRE,,14.6,21,
NANTES,ST PIERRE DES CORPS,,36,51,
NANTES,TGV HAUTE PICARDIE,25,98,124,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
NANTES,VALENCE,25,132,160,
NANTES,VALENCE TGV,25,132,160,
NANTES,VANNES,,27,40,
NARBONNE,MASSY TGV,25,116,162,
NARBONNE,SETE,,16.5,24,
NARBONNE,TOULOUSE MATABIAU,,28.5,43,
NEUFCHATEAU,Agde,25,99,129,
NEUFCHATEAU,ANTIBES,25,124,161,
NEUFCHATEAU,BEZIERS,25,99,129,
NEUFCHATEAU,carcassonne,25,106,137,
NEUFCHATEAU,CHALON SUR SAONE,,38,62,
NEUFCHATEAU,Les Arcs Draguignan,25,110,141,
NEUFCHATEAU,narbonne,25,103,135,
NEUFCHATEAU,NICE VILLE,25,124,161,
NEUFCHATEAU,SETE,25,99,129,
NEUFCHATEAU,ST RAPHAEL VALESCURE,25,124,161,
NEUFCHATEAU,TOUL,,12.5,23.5,
NEUFCHATEAU,TOULON,25,105,150,
NEUFCHATEAU,toulouse matabiau,25,113,146,
NEUFCHATEAU,VALENCE TGV,25,79,102,
NICE VILLE,AIX LES BAINS LE REVARD,25,104,160,
NICE VILLE,ANTIBES,,6.4,9.8,
NICE VILLE,BEAUNE,25,116,151,
NICE VILLE,BELLEGARDE,25,98,143,
NICE VILLE,CHALON SUR SAONE,25,116,151,
NICE VILLE,LES ARCS DRAGUIGNAN,,19.5,28.5,
NICE VILLE,MENTON,,7.2,10.8,
NICE VILLE,MONACO MONTE CARLO,,5.1,8.5,
NICE VILLE,PARIS GARE DE LYON,25,132,185,
NICE VILLE,PARIS NORD,25,132,185,
NICE VILLE,ST RAPHAEL VALESCURE,,15,22.5,
NICE VILLE,TGV HAUTE PICARDIE,30,155,196,
NICE VILLE,TOUL,25,135,175,
NICE VILLE,TOULON,,29,44,
NICE VILLE,VALENCE,20,73,107,
NICE VILLE,VALENCE TGV,20,72,102,
NICE VILLE,VENTIMIGLIA STAZIONE,,8.3,12.1,
NICE VILLE,VENTIMIGLIA STAZIONE  (IT),,8.3,12.1,
NIMES , RENNES,30,148,188,Tarifs applicables aux circulations à partir du 2 juillet 2017
NIMES , ST PIERRE DES CORPS,25,125,168,Tarifs applicables aux circulations à partir du 2 juillet 2017
NIMES,AEROPORT CDG 2 TGV ROISSY,25,114,160,
NIMES,AGDE,,20.5,31,
NIMES,ARRAS,30,144,184,
NIMES,BEAUNE,20,81,107,
NIMES,BELFORT,MONTBELIARD TGV,20,119,152,
NIMES,BELLEGARDE,20,68,101,
NIMES,BESANCON FRANCHE,COMTE TGV,20,105,134,
NIMES,CHALON SUR SAONE,20,81,107,
NIMES,DOUAI,30,144,184,
NIMES,ECOLE VALENTIN,,105,134,
NIMES,LE CREUSOT MONTCEAU MONTCHANIN,20,65,95,
NIMES,LE TEIL,,26,38,
NIMES,LILLE EUROPE,30,144,184,
NIMES,LYON PART DIEU,15,60,78,
NIMES,LYON PERRACHE,15,60,78,
NIMES,LYON ST EXUPERY,15,60,78,
NIMES,MACON LOCHE TGV,20,62,93,
NIMES,MACON VILLE,20,74,97,
NIMES,MARNE LA VALLEE CHESSY,25,114,160,
NIMES,MARSEILLE ST CHARLES,,30,44,
NIMES,MONTAUBAN VILLE BOURBON,20,53,81,
NIMES,MONTBELIARD,25,91,124,
NIMES,MONTELIMAR,,26,38,
NIMES,MONTPELLIER,,13.2,19.5,
NIMES,NANTES,30,142,180,
NIMES,NARBONNE,,27,42,
NIMES,NEUFCHATEAU,25,85,113,
NIMES,ORANGE,,17.5,25,
NIMES,PARIS GARE DE LYON,25,114,160,
NIMES,PARIS MONTPARNASSE,25,114,160,
NIMES,PARIS NORD,25,114,160,
NIMES,PERPIGNAN,15,37,53,
NIMES,RENNES,30,142,180,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
NIMES,SETE,,17.5,25.5,
NIMES,ST PIERRE DES CORPS,25,125,167,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
NIMES,TGV HAUTE PICARDIE,30,136,174,
NIMES,TOUL,25,89,114,
NIMES,TOULOUSE MATABIAU,15,47,72,
NIMES,VALENCE,,41,55,
NIMES,VALENCE TGV,15,41,55,
NIMES,VILLENEUVE LES AVIGNONS,,12.1,18,
NIORT , PARIS MONTPARNASSE 1 ET 2,20,90,126,Tarifs applicables aux circulations à partir du 2 juillet 2017
NIORT,ARRAS,25,118,149,
NIORT,CHATELLERAULT,,23.5,35,
NIORT,DOUAI,25,118,149,
NIORT,FUTUROSCOPE,,20,28.5,
NIORT,PARIS MONTPARNASSE 1 ET 2,20,84,118,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
NIORT,POITIERS,,17.5,24,
NIORT,ST PIERRE DES CORPS,,34,48,
NIORT,TGV HAUTE PICARDIE,25,106,139,
NURIEUX,BELLEGARDE,,9.3,13.7,
NURIEUX,BOURG EN BRESSE,,9.3,13.7,
NURIEUX,PARIS EST,25,89,127,
NURIEUX,PARIS GARE DE LYON,25,89,127,
ONVILLE,PARIS EST,,50,77,
ONVILLE,THIONVILLE,,12.6,19,
ORTHEZ , PARIS MONTPARNASSE 1 ET 2,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
ORTHEZ,FUTUROSCOPE,,66,95,
ORTHEZ,LIBOURNE,,40,57,
ORTHEZ,LOURDES,,12,17.5,
ORTHEZ,MORCENX,,19,27,
ORTHEZ,PARIS AUSTERLITZ,25,112,147,
ORTHEZ,PARIS MONTPARNASSE 1 ET 2,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
ORTHEZ,POITIERS,,65,92,
ORTHEZ,ST PIERRE DES CORPS,25,78,113,
ORTHEZ,TARBES,,21,31,
paris austerlitz,Angers,20,73,104,
paris austerlitz,arcachon,25,102,134,
paris austerlitz,auray,20,91,127,
PARIS AUSTERLITZ,BAYONNE,25,112,147,
paris austerlitz,brest,20,92,131,
paris austerlitz,chatellerault,20,75,107,
paris austerlitz,Dol de Bretagne,20,85,123,
paris austerlitz,Facture,25,102,134,
paris austerlitz,futuroscope,20,75,107,
paris austerlitz,guingamp,20,88,123,
paris austerlitz,irun,25,112,147,
paris austerlitz,La Baule Escoublac,25,87,126,
paris austerlitz,La Roche sur Yon,25,83,120,
paris austerlitz,La Rochelle Ville,25,89,123,
paris austerlitz,lamballe,20,84,122,
paris austerlitz,la,teste,25,102,134,
paris austerlitz,Laval,15,72,104,
paris austerlitz,Le croisic,25,87,126,
paris austerlitz,Le Mans,15,60,81,
paris austerlitz,Le Pouliguen,25,87,126,
paris austerlitz,Les Sables d'Olonne,25,85,122,
paris austerlitz,libourne,20,96,126,
paris austerlitz,lorient,20,91,127,
PARIS AUSTERLITZ,MONTAUBAN VILLE BOURBON,25,109,142,
paris austerlitz,morlaix,20,91,127,
paris austerlitz,Nantes,20,85,122,
paris austerlitz,niort,20,84,118,
paris austerlitz,plouaret tregor,20,91,127,
PARIS AUSTERLITZ,POITIERS,20,75,107,
paris austerlitz,Pornichet,25,87,126,
paris austerlitz,quimper,20,95,134,
paris austerlitz,Quimperlé,20,95,134,
paris austerlitz,Redon,20,84,122,
paris austerlitz,rennes,20,80,113,
paris austerlitz,rosporden,20,95,134,
paris austerlitz,ruffec,20,87,121,
paris austerlitz,Saint Brieuc,20,84,122,
paris austerlitz,Saint Maixent,20,84,118,
paris austerlitz,Saint Malo,20,85,123,
paris austerlitz,saint nazaire,25,86,125,
PARIS AUSTERLITZ,ST JEAN DE LUZ CIBOURE,25,112,147,
PARIS AUSTERLITZ,ST PIERRE DES CORPS,15,65,89,
paris austerlitz,Surgeres,25,89,123,
PARIS AUSTERLITZ,TARBES,25,118,156,
PARIS AUSTERLITZ,TOULOUSE MATABIAU,25,109,142,
paris austerlitz,tours,15,65,89,
paris austerlitz,vannes,20,88,123,
paris austerlitz,Vendôme Gare TGV,15,55,77,
paris austerlitz,Vitre,15,72,104,
PARIS EST,BAR LE DUC,15,44,68,
PARIS EST,CHALONS EN CHAMPAGNE,15,44,61,
PARIS EST,CHARLEVILLE MEZIERES,15,48,76,
PARIS EST,REIMS,15,44,61,
PARIS EST,REMIREMONT,25,87,127,
PARIS EST,SARREBOURG,25,85,124,
PARIS EST,SAVERNE,25,85,124,
PARIS EST,SEDAN,15,49,80,
PARIS EST,SELESTAT,25,112,150,
PARIS EST,ST DIE,25,86,125,
PARIS EST,THIONVILLE,20,83,120,
PARIS GARE DE LYON,AGDE,25,116,162,
PARIS GARE DE LYON,AIME LA PLAGNE,25,118,161,
PARIS GARE DE LYON,AIX LES BAINS LE REVARD,25,103,136,
PARIS GARE DE LYON,ALBERTVILLE,25,115,154,
PARIS GARE DE LYON,ANNEMASSE,25,108,152,
PARIS GARE DE LYON,ANTIBES,25,132,185,
PARIS GARE DE LYON,BEAUNE,15,77,103,
PARIS GARE DE LYON,BELFORT,MONTBELIARD TGV,20,97,126,
PARIS GARE DE LYON,BELLEGARDE,25,91,129,
PARIS GARE DE LYON,BESANCON FRANCHE,COMTE TGV,20,83,111,
PARIS GARE DE LYON,BOURG EN BRESSE,20,84,121,
PARIS GARE DE LYON,BOURG ST MAURICE,25,118,161,
PARIS GARE DE LYON,CHALON SUR SAONE,15,77,103,
PARIS GARE DE LYON,ECOLE VALENTIN,,83,111,
PARIS GARE DE LYON,EVIAN LES BAINS,25,108,152,
PARIS GARE DE LYON,HYERES,25,121,166,
PARIS GARE DE LYON,LE CREUSOT MONTCEAU MONTCHANIN,20,82,114,
PARIS GARE DE LYON,LES ARCS DRAGUIGNAN,25,132,185,
PARIS GARE DE LYON,MENTON,25,132,185,
PARIS GARE DE LYON,MONACO MONTE CARLO,25,132,185,
PARIS GARE DE LYON,MONTBELIARD,25,88,119,
PARIS GARE DE LYON,MONTELIMAR,25,105,144,
PARIS GARE DE LYON,MOUTIERS SALINS BRIDES,25,118,159,
PARIS GARE DE LYON,NARBONNE,25,116,162,
PARIS GARE DE LYON,ORANGE,25,105,144,
PARIS GARE DE LYON,PONTARLIER,20,82,109,
PARIS GARE DE LYON,SALLANCHES COMBLOUX MEGEVE,25,119,163,
PARIS GARE DE LYON,SELESTAT,,112,150,
PARIS GARE DE LYON,SETE,25,116,162,
PARIS GARE DE LYON,ST GERVAIS LES BAINS LE FAYET,25,119,163,
PARIS GARE DE LYON,ST MICHEL VALLOIRE,25,113,154,
PARIS GARE DE LYON,ST RAPHAEL VALESCURE,25,132,185,
PARIS GARE DE LYON,THONON LES BAINS,25,108,152,
PARIS GARE DE LYON,TOULON,25,121,166,
PARIS GARE DE LYON,VALENCE,25,103,143,
PARIS GARE DE LYON,VALENCE TGV,25,107,147,
PARIS GARE DE LYON,VENTIMIGLIA STAZIONE,25,132,185,
PARIS GARE DE LYON,VENTIMIGLIA STAZIONE  (IT),25,132,185,
PARIS MONTPARNAS VAUGIRARD BLS,FUTUROSCOPE,,75,107,
PARIS MONTPARNASSE 1 ET 2 , ARCACHON,25,118,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , AURAY,20,100,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , BAYONNE,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , CHATELLERAULT,20,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , FUTUROSCOPE,20,79,113,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , LA ROCHE SUR YON,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , LANDERNEAU,20,100,142,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , LIBOURNE,20,99,133,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , MONTAUBAN VILLE BOURBON,25,120,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , QUIMPER,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , REDON,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , RENNES,20,93,131,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , ROSPORDEN,20,103,147,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , SABLE,15,72,102,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , SAVENAY,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , ST BRIEUC,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , ST JEAN DE LUZ CIBOURE,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , ST MALO,20,95,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , ST NAZAIRE,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , TARBES,25,128,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , TOULOUSE MATABIAU,25,121,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , VANNES,20,97,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2 , VITRE,15,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
PARIS MONTPARNASSE 1 ET 2,ARCACHON,25,102,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,AURAY,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,BAYONNE,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,CHATELLERAULT,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,FUTUROSCOPE,20,75,107,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,LA ROCHE SUR YON,25,83,120,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,LANDERNEAU,20,92,131,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,LIBOURNE,20,96,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,MONTAUBAN VILLE BOURBON,25,109,142,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,NARBONNE,25,116,162,
PARIS MONTPARNASSE 1 ET 2,QUIMPER,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,REDON,20,84,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,RENNES,20,80,113,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,ROSPORDEN,20,95,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,SABLE,15,67,95,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,SAVENAY,25,86,125,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,SETE,25,116,162,
PARIS MONTPARNASSE 1 ET 2,ST BRIEUC,20,84,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,ST JEAN DE LUZ CIBOURE,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,ST MALO,20,85,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,ST NAZAIRE,25,86,125,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,ST PIERRE DES CORPS,15,65,89,
PARIS MONTPARNASSE 1 ET 2,TARBES,25,118,156,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,TOULOUSE MATABIAU,25,109,142,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,VANNES,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 1 ET 2,VITRE,15,72,104,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PARIS MONTPARNASSE 3 VAUGIRARD,FUTUROSCOPE,,75,107,
PARIS NORD,AIME LA PLAGNE,25,118,161,
PARIS NORD,AIX LES BAINS LE REVARD,25,103,136,
PARIS NORD,ALBERTVILLE,25,115,154,
PARIS NORD,ANNEMASSE,25,108,152,
PARIS NORD,ANTIBES,25,132,185,
PARIS NORD,ARRAS,15,50,61,
PARIS NORD,BELLEGARDE,25,91,129,
PARIS NORD,BETHUNE,15,57,70,
PARIS NORD,BOURG EN BRESSE,20,84,121,
PARIS NORD,BOURG ST MAURICE,25,118,161,
PARIS NORD,CALAIS FRETHUN,15,66,86,
PARIS NORD,DOUAI,15,52,66,
PARIS NORD,EVIAN LES BAINS,25,108,152,
PARIS NORD,LE CREUSOT MONTCEAU MONTCHANIN,20,82,114,
PARIS NORD,LENS,15,52,66,
PARIS NORD,LES ARCS DRAGUIGNAN,25,132,185,
PARIS NORD,MONTELIMAR,25,105,144,
PARIS NORD,MOUTIERS SALINS BRIDES,25,118,159,
PARIS NORD,NARBONNE,25,116,162,
PARIS NORD,SALLANCHES COMBLOUX MEGEVE,25,119,163,
PARIS NORD,ST GERVAIS LES BAINS LE FAYET,25,119,163,
PARIS NORD,ST MICHEL VALLOIRE,25,113,154,
PARIS NORD,ST OMER,15,64,79,
PARIS NORD,ST RAPHAEL VALESCURE,25,132,185,
PARIS NORD,THONON LES BAINS,25,108,152,
PARIS NORD,TOULON,25,121,166,
PARIS NORD,VALENCE,25,103,143,
PARIS NORD,VALENCE TGV,25,107,147,
PARIS NORD,VALENCIENNES,15,57,72,
PAU , CHATELLERAULT,,70,102,Tarifs applicables aux circulations à partir du 2 juillet 2017
PAU , FUTUROSCOPE,,70,100,Tarifs applicables aux circulations à partir du 2 juillet 2017
PAU , MASSY TGV,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PAU , PARIS MONTPARNASSE 1 ET 2,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
PAU,ANGOULEME,,55,82,
PAU,BORDEAUX ST JEAN,,40,58,
PAU,CHATELLERAULT,,69,100,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PAU,FACTURE BIGANOS,,35,50,
PAU,FUTUROSCOPE,,70,102,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PAU,LIBOURNE,,44,65,
PAU,LOURDES,,10.6,15.5,
PAU,MASSY TGV,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PAU,MORCENX,,19,27,
PAU,ORTHEZ,,10.7,15.5,
PAU,PARIS AUSTERLITZ,25,112,147,
PAU,PARIS MONTPARNASSE 1 ET 2,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
PAU,POITIERS,,69,100,
PAU,ST PIERRE DES CORPS,25,78,113,
PAU,TARBES,,13.7,20.5,
PERPIGNAN,AGDE,,23,34,
PERPIGNAN,ARRAS,30,150,188,
PERPIGNAN,CHALON SUR SAONE,25,84,124,
PERPIGNAN,DOUAI,30,150,188,
PERPIGNAN,LE CREUSOT MONTCEAU MONTCHANIN,25,84,125,
PERPIGNAN,MASSY TGV,25,124,175,
PERPIGNAN,MONTELIMAR,20,50,76,
PERPIGNAN,NARBONNE,,14.8,22.5,
PERPIGNAN,PARIS GARE DE LYON,25,124,175,
PERPIGNAN,PARIS MONTPARNASSE,25,124,175,
PERPIGNAN,PARIS NORD,25,124,175,
